gene	symbol	n_edges	median_beta	median_t	p_stouffer	q_BH
ENSMUSG00000091694	Apol11b	184	-0.0662482844432813	-0.1562927119737059	4.560321877566942e-06	0.0001500105880778
ENSMUSG00000044645	ENSMUSG00000044645	303	0.17312872186303	0.2615133632433238	5.679361146704309e-06	0.0001843948424254
ENSMUSG00000026207	ENSMUSG00000026207	85	-0.2905172631144526	-0.47688542401473	5.754035720895168e-06	0.0001844242218235
ENSMUSG00000045996	ENSMUSG00000045996	85	0.4857476234436017	1.0501705294517951	5.924267758139479e-06	0.0001874768277892
ENSMUSG00000065016	Snora3	91	-0.3961104989051822	-0.7144509802147277	6.215515108709546e-06	0.0001942348471471
ENSMUSG00000058443	Rpl10-ps3	88	0.45349507331848	0.9613966498676058	6.834352793694265e-06	0.0002109368146201
ENSMUSG00000103869	ENSMUSG00000103869	86	-0.4488591268658637	-0.8159743979617188	7.106539217760499e-06	0.0002166627810292
ENSMUSG00000066366	Serpina1a	217	-0.0217428356409065	-0.0419500213901167	7.850869032544061e-06	0.0002364719588115
ENSMUSG00000074521	ENSMUSG00000074521	250	0.1358896039426323	0.2677863785434788	9.336550869987192e-06	0.0002778735377972
ENSMUSG00000087231	ENSMUSG00000087231	109	-0.2903058367228356	-0.5856031332606615	9.818571061304128e-06	0.000288781501803
ENSMUSG00000032198	Dock6	81	-0.5134787470102318	-0.807002482063888	1.0688735642472302e-05	0.0003107190593741
ENSMUSG00000034771	Tle2	84	-0.2701342748478046	-0.5406761044208547	1.1498990753366913e-05	0.0003304307687749
ENSMUSG00000108037	ENSMUSG00000108037	113	-0.1405667886137957	-0.23814694424639	1.1763402798736776e-05	0.0003341875795095
ENSMUSG00000028339	Col15a1	96	-0.546441055089234	-0.9322599673653084	1.3531282451295644e-05	0.000380092203688
ENSMUSG00000004098	ENSMUSG00000004098	117	-0.4607485137879849	-0.6753060606785273	1.4533636711000495e-05	0.0004023144834369
ENSMUSG00000062115	ENSMUSG00000062115	87	-0.42362920306623	-0.7917989638392466	1.464424719710422e-05	0.0004023144834369
ENSMUSG00000104293	ENSMUSG00000104293	101	-0.3602729849517344	-0.6842098246217078	1.5927313629426898e-05	0.0004328074355822
ENSMUSG00000037625	Cldn11	102	-0.0467925016419036	-0.0831036213708214	1.7044669254673295e-05	0.0004581900337277
ENSMUSG00000047215	ENSMUSG00000047215	81	0.5759905293583861	0.9637232866375264	1.9548081225950756e-05	0.0005158939172113
ENSMUSG00000104094	ENSMUSG00000104094	110	-0.4183728255098681	-0.7024442890918827	1.9603968854031702e-05	0.0005158939172113
ENSMUSG00000065701	ENSMUSG00000065701	124	-0.3563533021137115	-0.5113713101157357	2.203107609455301e-05	0.0005737259399623
ENSMUSG00000106107	ENSMUSG00000106107	103	-0.3347567461431014	-0.7057448952074641	2.2306054855203428e-05	0.0005748983210103
ENSMUSG00000042784	Muc1	104	-0.4304837562143808	-0.693578584353638	2.6594310832517287e-05	0.0006754116431852
ENSMUSG00000026837	Col5a1	82	-0.5993719875812535	-0.9921364187666514	2.6746301070135203e-05	0.0006754116431852
ENSMUSG00000027210	ENSMUSG00000027210	81	-0.3807282432913794	-0.5024038001319905	3.0851936281495185e-05	0.0007712984070373
